,Tweet,Sentiment
4574, govt banks they are still working where as this branch closed down working from pm No system,displeasure
4575, The currencies are with me in the What is the solution for,miscellaneous
4576, regrets not going to return my cash or make sure reaches my credit card by Nov thank you,miscellaneous
4577, I have tried my time but get any not using india,miscellaneous
4578, they were very courteous despite the huge rush and issued a cheque book with just my debit Proud to be your customer,compliment
4579, your ATMs are jot working yet at Navi the Promised date was,displeasure
4580, Once again someone changed mobile number of my credit I think there is no account security at ICICI,displeasure
4581, Charkop branch informs server down since ATM too out of Ppl Pathetic management,displeasure
4582, earlier but I know find this service has I am just thanking you for taking action and improving your,compliment
4583, this is an advise to all that dont start any deal with they are very bad in customer service and we should boycott it,displeasure
4584, Infosys Chandigarh branch is closing at ATMs are not They said normal business day for them,displeasure
4585, neeladri banglore staff is helping their friends and relatives so that they do not have to stand in a Q,displeasure
4586, RT Where are doing a great govt sector banks are causing too much inconvenience to people,displeasure
4587, I choose ICICI cause customer friendly but you proved me totally wrong SBI Jindaabaad,compliment
4588, cx r totly the buck to dmat N xfering call from here to Avoid n embrace govt,displeasure
4589, how much money i can withdrawal from bank not from atm from bank,miscellaneous
4590, some suspicious activity by icici Pisoli pune branch manager saw exchanging buddle with one individual,displeasure
4591, bcoz ATM at kalpataru synergy santa cruz east was not even once was loaded with cash whole day,displeasure
4592, correct your credit time limit Mkng costmrs fool,displeasure
4593, I wish to close my credit How can I do the,miscellaneous
4594, still no response frm u,displeasure
4595, please let me know what are the timings followed by your Kalina,miscellaneous
4596, I get regular SMSes from I never even had an account with Afraid of false identity scam,displeasure
4597, how will the customer know the The branch I referred was a next to railway station,miscellaneous
4598, Is your bank till today Sector SBI workng but ICICI clos,miscellaneous
4599, y ur online system is nt working when offline is already busy with cash Sort this out or I will close the account,displeasure
4600, Money was out when Opened home mandir piggy,miscellaneous
4601, i want to sincerely appreciate d effort of Sita Rathnam customer service manager nd thank,compliment
4602, Yes but no service for new customers on these,displeasure
4603, ATMs were working,compliment
4604, your Patna zonal office car loan is now on cheating with their valuable I never thought this type of servic,displeasure
4605, Unfortunately in queue do not need cash,miscellaneous
4606, dahisar WELL ORGANISED and EQUIPPED with cash Other banks shud learn from them,compliment
4607, In KPHB all are Please fill them with some,displeasure
4608, Yes I,miscellaneous
4609, please confirm how to change registered number for add on,miscellaneous
4610, click links both not working at all,displeasure
4611, holidays from,miscellaneous
4612, guys no updates from your side till now as updated by you,displeasure
4613, when will you open your giragaum branch,miscellaneous
4614, will the cap on number of ATM withdraws no of transactions per month continue or the same is relaxed considering,miscellaneous
4615, Can you confirm that I need to show original plus xerox to deposit even a small amount into my own Your ppl insists,miscellaneous
4616, Roaming since morning find a single ATM And says ATM working since last,displeasure
4617, RT ICICI bank Noida closing at pm even after order till pm,displeasure
4618, Execs stationed out ur Gariahat branch to not let ppl making deposits come At Dis branch normally wrks till,displeasure
4619, Why is the ICICI branch insisting copy of ID proof to exchange That is not,miscellaneous
4620, Still NO Call back from Ravi Narayayan YET Any Reason Why Ravi Narayayan isnt Calling,displeasure
4621, AM and banks shutter is close and the excuses is their server is down,displeasure
4622, if you dont have the system to deal with the orders why have u opened ICICI direct,displeasure
4623, Amazing work at Dahisar west The staff and manager were so patient and,compliment
4624, its hill road near mehboob studio ICICI bank ATM bandra west,miscellaneous
4625, Icici Khetwadi bank closed at Do not care about customers at Only,displeasure
4626, can contact me on,miscellaneous
4627, i disagree went to eok branch in delhi waited half an hr and returned as no cash in branch,displeasure
4628, Need clarification on your customer friendly measures regarding credit limit Cc peeps not willing to,displeasure
4629, Hell lot of by but no working in,compliment
4630, RT This clear mailer from very Check it out Longer timings Others will follow http,compliment
4631, Could you please tell me the bank timings for,miscellaneous
4632, Employees of were shouting but bother to verify docs to be Time wasted,displeasure
4633, Barakhamba Branch is not exchanging U reported that all branches will remain open till This is,displeasure
4634, If only ATM is filled with cash and rest are not working this is the only thing which will happen,displeasure
4635, Really Poor Service At Ghansoli Counter For Cash Forms Not,displeasure
4636, no ATM is working in Mira road,displeasure
4637, Icici bank declining to entertain after Clients,displeasure
